domain,role_family,target_role,competency,related_skills,candidate_answer,star_relevance_score,technical_accuracy_score,evidence_level,final_answer_quality_label
Information & Technology,Data & AI,ML Engineer,Scalable Model Deployment & Orchestration,"model deployment, python, mlops, scikit-learn","Pada proyek terakhir terkait Scalable Model Deployment & Orchestration, saya bertanggung jawab penuh menggunakan model deployment, python, mlops, scikit-learn. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.94,0.97,4,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Scalable Model Deployment & Orchestration,"model deployment, python, mlops, scikit-learn","Saya pernah ikut tim mengerjakan Scalable Model Deployment & Orchestration pakai model deployment, python, mlops, scikit-learn. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.15,0.31,1,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Scalable Model Deployment & Orchestration,"model deployment, python, mlops, scikit-learn","Saya pernah ikut tim mengerjakan Scalable Model Deployment & Orchestration pakai model deployment, python, mlops, scikit-learn. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.42,0.22,2,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Scalable Model Deployment & Orchestration,"model deployment, python, mlops, scikit-learn","Saya pernah ikut tim mengerjakan Scalable Model Deployment & Orchestration pakai model deployment, python, mlops, scikit-learn. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.31,0.42,2,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Scalable Model Deployment & Orchestration,"model deployment, python, mlops, scikit-learn","Saya pernah ikut tim mengerjakan Scalable Model Deployment & Orchestration pakai model deployment, python, mlops, scikit-learn. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.26,0.24,1,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Scalable Model Deployment & Orchestration,"model deployment, python, mlops, scikit-learn","Saya pernah ikut tim mengerjakan Scalable Model Deployment & Orchestration pakai model deployment, python, mlops, scikit-learn. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.33,0.36,1,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated MLOps Training Pipelines,"mlops, machine learning algorithms, data preprocessing, feature engineering","Pada proyek terakhir terkait Automated MLOps Training Pipelines, saya bertanggung jawab penuh menggunakan mlops, machine learning algorithms, data preprocessing, feature engineering. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.94,5,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated MLOps Training Pipelines,"mlops, machine learning algorithms, data preprocessing, feature engineering","Pada proyek terakhir terkait Automated MLOps Training Pipelines, saya bertanggung jawab penuh menggunakan mlops, machine learning algorithms, data preprocessing, feature engineering. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.97,0.97,5,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated MLOps Training Pipelines,"mlops, machine learning algorithms, data preprocessing, feature engineering","Pada proyek terakhir terkait Automated MLOps Training Pipelines, saya bertanggung jawab penuh menggunakan mlops, machine learning algorithms, data preprocessing, feature engineering. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.96,0.93,5,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated MLOps Training Pipelines,"mlops, machine learning algorithms, data preprocessing, feature engineering","Pada proyek terakhir terkait Automated MLOps Training Pipelines, saya bertanggung jawab penuh menggunakan mlops, machine learning algorithms, data preprocessing, feature engineering. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.96,0.97,4,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated MLOps Training Pipelines,"mlops, machine learning algorithms, data preprocessing, feature engineering","Pada proyek terakhir terkait Automated MLOps Training Pipelines, saya bertanggung jawab penuh menggunakan mlops, machine learning algorithms, data preprocessing, feature engineering. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.89,0.95,4,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated MLOps Training Pipelines,"mlops, machine learning algorithms, data preprocessing, feature engineering","Saya pernah ikut tim mengerjakan Automated MLOps Training Pipelines pakai mlops, machine learning algorithms, data preprocessing, feature engineering. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.34,0.48,2,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated MLOps Training Pipelines,"mlops, machine learning algorithms, data preprocessing, feature engineering","Saya pernah ikut tim mengerjakan Automated MLOps Training Pipelines pakai mlops, machine learning algorithms, data preprocessing, feature engineering. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.21,0.46,1,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated MLOps Training Pipelines,"mlops, machine learning algorithms, data preprocessing, feature engineering","Saya pernah ikut tim mengerjakan Automated MLOps Training Pipelines pakai mlops, machine learning algorithms, data preprocessing, feature engineering. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.19,0.44,1,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated MLOps Training Pipelines,"mlops, machine learning algorithms, data preprocessing, feature engineering","Saya pernah ikut tim mengerjakan Automated MLOps Training Pipelines pakai mlops, machine learning algorithms, data preprocessing, feature engineering. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.4,0.47,1,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated MLOps Training Pipelines,"mlops, machine learning algorithms, data preprocessing, feature engineering","Saya pernah ikut tim mengerjakan Automated MLOps Training Pipelines pakai mlops, machine learning algorithms, data preprocessing, feature engineering. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.21,0.23,1,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated Feature Engineering Systems,"feature engineering, data preprocessing, python, scikit-learn","Pada proyek terakhir terkait Automated Feature Engineering Systems, saya bertanggung jawab penuh menggunakan feature engineering, data preprocessing, python, scikit-learn. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.87,0.97,4,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated Feature Engineering Systems,"feature engineering, data preprocessing, python, scikit-learn","Pada proyek terakhir terkait Automated Feature Engineering Systems, saya bertanggung jawab penuh menggunakan feature engineering, data preprocessing, python, scikit-learn. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.94,5,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated Feature Engineering Systems,"feature engineering, data preprocessing, python, scikit-learn","Pada proyek terakhir terkait Automated Feature Engineering Systems, saya bertanggung jawab penuh menggunakan feature engineering, data preprocessing, python, scikit-learn. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.97,0.94,4,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated Feature Engineering Systems,"feature engineering, data preprocessing, python, scikit-learn","Pada proyek terakhir terkait Automated Feature Engineering Systems, saya bertanggung jawab penuh menggunakan feature engineering, data preprocessing, python, scikit-learn. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.92,0.88,4,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated Feature Engineering Systems,"feature engineering, data preprocessing, python, scikit-learn","Pada proyek terakhir terkait Automated Feature Engineering Systems, saya bertanggung jawab penuh menggunakan feature engineering, data preprocessing, python, scikit-learn. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.97,0.94,5,HIGH_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated Feature Engineering Systems,"feature engineering, data preprocessing, python, scikit-learn","Saya pernah ikut tim mengerjakan Automated Feature Engineering Systems pakai feature engineering, data preprocessing, python, scikit-learn. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.31,0.28,1,LOW_QUALITY
Information & Technology,Data & AI,ML Engineer,Automated Feature Engineering Systems,"feature engineering, data preprocessing, python, scikit-learn","Saya pernah ikut tim mengerjakan Automated Feature Engineering Systems pakai feature engineering, data preprocessing, python, scikit-learn. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.25,0.28,2,LOW_QUALITY
